NEW BOM ID,Component Type,PHX Class,Supplier/Manufacturer,Address,Email,Contact Number,SUPPLIER MFG LT,TRANSIT LT,AMZ Safety Days,WH Safety Days,PO Issue Days,Master Pack,MOQ,OrderingUOM,Unit Price (Published Online),Shipping Cost,Landed Cost,"Conversion ( to L, Kg, Caps, pc)",Converted Unit Price,IMS-Unit,Supplier/Manufacturer,Address,Email,Contact Number,Supplier Payment Terms,Product Link,Supplier Product ID/Model #,Description,Remarks,Alternative Supplier 1,Alternative Supplier 2,Monthly Usage,Monthly Spend,duplicate,TOTAL LT BOM MASTER,,Comments,,,,,,,,,
RM-PWD-GREEN-TEA-YELLOW-TEA,Raw Material,,Hunan Minglun Tea,"Jitaipo, Linxiang, 414300 China, Yueyang, Hunan, China 414300",minglunteas@126.com,86-18153301417,10,35,60,30,3,1,20,kg,6.97,2,8.97,1,8.97,Kg,PLSF,"150 Douglas Ave Dunedin, FL 34698",minglunteas@126.com,86-18153301417,CBS,,,,,,,,,1,48,,,,,,,,,,,
PCH-8oz-Stndup-WH-Matt,Container/Pouch,B,Sav on Bags,"789 E Cedar St, Ontario, CA 91761",,909-923-9588,3,6,60,30,3,1,1000,pcs,0.23,0,0.23,1,0.23,Pcs,Sav on Bags,"789 E Cedar St, Ontario, CA 91761",,909-923-9588,CBS,https://www.sav-onbags.com/8-oz-Matte-Stand-Up-Pouch_p_128.html,1010-008,,,,,,,1,12,,,,,,,,,,,
RM-PWD-Stevia-Monk-Fruit-Stevia-Blend,Raw Material,C,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,5,10,60,30,3,25,20,kg,16,0,16,1,16,Kg,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,NET90,,,,,,,,,1,18,,,,,,,,,,,
TA-Exfoliating-Stem-Cell-Facial-Cleanser-PLSF,Turnkey FG,,PLSF,"150 Douglas Ave Dunedin, FL 34698",,,100,47,60,30,3,1,500,pcs,5,,5,1,5,Pcs,PLSF,"150 Douglas Ave Dunedin, FL 34698",orders@privatelabel.net,17274661703,Due Upon Reciept,,,,,,,,,1,150,,,,,,,,,,,
RM-PWD-Shilajith,Raw Material,A,JHD Corp,"RM 20202 7th Bldg Xujingchongshengyuan,fengcheng 12th road, Economic and Technical Development Zone, Xi’an, China",,,10,10,60,30,3,1,25,kg,29.6,0,29.6,1,29.6,Kg,Xian Yuhui,"RM 20202 7th Bldg Xujingchongshengyuan,fengcheng 12th road, Economic and Technical Development Zone, Xi’an, China",cheryl.zhang@jhdcorp.com,909-450-1735,NET30,,,,,,,,,1,23,,,,,,,,,,,
AY-Rose-Shine-Stem-Cell-Peptide-Cream-PLSF,Turnkey FG,,PLSF,"150 Douglas Ave Dunedin, FL 34698",,,100,47,60,30,3,1,20,kg,7.5,0,7.5,1,7.5,Kg,PLSF,"150 Douglas Ave Dunedin, FL 34698",orders@privatelabel.net,17274661703,Due Upon Reciept,,,,,,,,,1,150,,,,,,,,,,,
RM-PWD-Spirulina-Organic,Raw Material,C,Stauber,"4120 N Palm Street Fullerton, CA 92835",Stephanie.Aispuro@stauberusa.com,714-441-3631,9,5,60,30,3,1,25,kg,13.65,0,13.65,1,13.65,Kg,Stauber,"4120 N Palm Street Fullerton, CA 92835",Stephanie.Aispuro@stauberusa.com,714-441-3631,NET30,,,,,,,,,1,17,,,,,,,,,,,
RM-TEA-TREE-WATER,Raw Material,C,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,7,5,60,30,3,1,10,gal,25.25,0,25.25,0.264172,6.6703,Liter,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-CLARY-SAGE-WATER,Raw Material,B,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,7,5,60,30,3,1,10,gal,16.8,3.783,20.583,0.264172,5.4375,Liter,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-ROSE-WATER,Raw Material,B,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,7,5,60,30,3,1,1,gal,24.5,18.915,43.415,0.264172,11.469,Liter,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,CBS,,,,,,,,,1,15,,,,,,,,,,,
Ayadara-Rose-Stem-Cell-Conditioner-8oz-PLSF,Turnkey FG,,PLSF,"150 Douglas Ave Dunedin, FL 34698",,,100,47,60,30,3,1,100,pcs,5.75,0,5.75,1,5.75,Pcs,PLSF,"150 Douglas Ave Dunedin, FL 34698",orders@privatelabel.net,17274661703,Due Upon Reciept,,,,,,,,,1,150,,,,,,,,,,,
Ayadara-Rose-Stem-Cell-Exfoliating-Cleanser-PLSF,Turnkey FG,,PLSF,"150 Douglas Ave Dunedin, FL 34698",,,100,47,60,30,3,1,500,pcs,5,,5,1,5,Pcs,PLSF,"150 Douglas Ave Dunedin, FL 34698",orders@privatelabel.net,17274661703,Due Upon Reciept,,,,,,,,,1,150,,,,,,,,,,,
TA-Aloe-Vera-Gel-16oz-PLSF,Turnkey FG,,EVORA LABS,,,888-793-8450,56,7,60,30,3,1,2000,pcs,4.88,,4.88,1,4.88,Pcs,EVORA LABS,,,888-793-8450,75 DP / 25 NET30,,,,,,,,,1,66,,,,,,,,,,,
RM-TA-JASMINE-VANILLA-NAT-FRAGRANCE-OIL,Raw Material,C,Wholesale Supplies Plus,"7820 E Pleasant Valley Road Independence, Ohio 44131",,800-359-0944,5,5,60,30,3,4,10,lbs,6.67,0,6.67,2.2,14.674,Kg,Wholesale Supplies Plus,"7820 E Pleasant Valley Road Independence, Ohio 44131",contact@wholesalesuppliesplus.com,800-359-0944,CBS,https://www.wholesalesuppliesplus.com/products/vanilla-fragrance-oil.aspx,,,,,,,,1,13,,,,,,,,,,,
RM-Lemongrass-Essential-Oil,Raw Material,C,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,7,5,60,30,3,5,1,lbs,23.15,0,23.15,2.2,50.93,Kg,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-SPEARMINT-WATER,Raw Material,B,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,7,5,60,30,3,1,1,gal,24.5,7.6,32.1,0.264172,8.4799,Liter,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-EUCALYPTUS-WATER,Raw Material,B,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,7,5,60,30,3,1,1,gal,15.8,8.716,24.516,0.264172,6.4764,Liter,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-LEMONGRASS-WATER,Raw Material,B,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,7,5,60,30,3,1,1,gal,15.8,8.716,24.516,0.264172,6.4764,Liter,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-PWD-DHM,Raw Material,A,Wuxi Cima,,jennifer@cimasci.com,86-0510-85188225-8005,10,35,60,30,3,1,20,kg,68.5,0,68.5,1,68.5,Kg,Wuxi Cima,,jennifer@cimasci.com,86-0510-85188225-8005,NET30,,,,,,,,,1,48,,,,,,,,,,,
Ayadara-Rose-Stem-Cell-Peptide-Toner-PLSF,Turnkey FG,,PLSF,"150 Douglas Ave Dunedin, FL 34698",,,100,47,60,30,3,1,72,pcs,4.7,0,4.7,1,4.7,Pcs,PLSF,"150 Douglas Ave Dunedin, FL 34698",orders@privatelabel.net,17274661703,Due Upon Reciept,,,,,,,,,1,150,,,,,,,,,,,
RM-PWD-AlphaGPC,Raw Material,C,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,5,10,60,30,3,25,25,kg,58,0,58,1,58,Kg,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,NET90,,,,,,,,,1,18,,,,,,,,,,,
RM-PWD-ALCAR,Raw Material,C,JHD Corp,"52 Butler Street, Unit A. Elizabeth, NJ, 07206",stella.zhong@jhdcorp.com,909-450-1735,10,10,60,30,3,1,25,kg,36.5,0,36.5,1,36.5,Kg,PureAssay,"14750 E. Nels on Ave. Suite A City of Industry, CA 91744",cheryl.zhang@jhdcorp.com,909-450-1735,NET30,,,,,,,,,1,23,,,,,,,,,,,
Ayadara-Rose-Stem-Cell-Peptide-Eye-Serum-PLSF,Turnkey FG,,PLSF,"150 Douglas Ave Dunedin, FL 34698",,,100,47,60,30,3,1,100,pcs,7.5,0,7.5,1,7.5,Pcs,PLSF,"150 Douglas Ave Dunedin, FL 34698",orders@privatelabel.net,17274661703,Due Upon Reciept,,,,,,,,,1,150,,,,,,,,,,,
RM-PWD-Magnesium-Bisglycinate-Chelate,Raw Material,C,Balchem,"Homosassa Springs, Florida 34447",rharnish@balchem.com,786.877.8692,4,8,60,30,3,1,20,kg,28.69,1.9443,30.6343,1,30.6343,Kg,Balchem,"Homosassa Springs, Florida 34447",rharnish@balchem.com,786.877.8692,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-SODIUM-LACTATE,Raw Material,B,MYO,"7820 E Pleasant Valley Road Independence, Ohio 44131",,800-359-0944,7,6,60,30,3,1,4,lbs,3.18,1.9275,5.1075,2.2,11.2365,Kg,MYO,"7820 E Pleasant Valley Road Independence, Ohio 44131",,800-359-0944,CBS,,,,,,,,,1,16,,,,,,,,,,,
RM-PWD-Green-Coffee-Bean-Extract,Raw Material,B,Jiaherb,"1 Chapin Road, Unit 1 Pine Brook NJ 07058",cd@jiaherbinc.com,714.209.7423,5,10,60,30,3,1,50,kg,30,0,30,1,30,Kg,Jiaherb,"1 Chapin Road, Unit 1 Pine Brook NJ 07058",cd@jiaherbinc.com,714.209.7423,NET30,,,,,,,,,1,18,,,,,,,,,,,
TA-Stem-Cell-Peptide-Clay-Face-Mask-PLSF,Turnkey FG,,PLSF,"150 Douglas Ave Dunedin, FL 34698",,,100,47,60,30,3,1,336,pcs,6,0,6,1,6,Pcs,PLSF,"150 Douglas Ave Dunedin, FL 34698",orders@privatelabel.net,17274661703,Due Upon Reciept,,,,,,,,,1,150,,,,,,,,,,,
RM-PWD-Citicoline-Sodium,Raw Material,B,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,5,10,60,30,3,1,10,kg,187,0,187,1,187,Kg,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,NET90,,,,,,,,,1,18,,,,,,,,,,,
RM-Geranium-Egyptian-Essential-Oil,Raw Material,C,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,10,9,60,30,3,5,5,lbs,72.6,0,72.6,2.2,159.72,Kg,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,NET30,,,,,,,,,1,22,,,,,,,,,,,
RM-Olive-Essential-Oil,Raw Material,C,Brambleberry,,,,4,6,60,30,3,5,1,lbs,12.85,0,12.85,2.2,28.27,Kg,Bramble Berry,,--,877-627-7883,CBS,,,,,,,,,1,13,,,,,,,,,,,
RM-PWD-Cordyceps-Militaris-Organic,Raw Material,C,Stauber,"4120 N Palm Street Fullerton, CA 92835",Stephanie.Aispuro@stauberusa.com,714-441-3631,9,5,60,30,3,1,20,kg,53,0,53,1,53,Kg,Stauber,"4120 N Palm Street Fullerton, CA 92835",Stephanie.Aispuro@stauberusa.com,714-441-3631,NET30,,,,,,,,,1,17,,,,,,,,,,,
RM-TA-LEMON-ESSENTIAL-OIL-TMP,Raw Material,C,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,10,9,60,30,3,5,25,lbs,77.25,0,77.25,2.2,169.95,Kg,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,NET30,,,,,,,,,1,22,,,,,,,,,,,
RM-PWD-TongkatAli,Raw Material,,"Naturalin Bio-Resources Co.,Ltd",,jamescao@naturalin.com,8.61376E+12,7,35,60,30,3,1,30,kg,52.5,,52.5,1,52.5,Kg,"Naturalin Bio-Resources Co.,Ltd",,jamescao@naturalin.com,8.61376E+12,CBS,,,,,,,,,1,45,,,,,,,,,,,
RM-PWD-Longjack-200:1,Raw Material,,"Naturalin Bio-Resources Co.,Ltd",,jamescao@naturalin.com,8.61376E+12,7,35,60,30,3,1,30,kg,25,0,25,1,25,Kg,"Naturalin Bio-Resources Co.,Ltd",,jamescao@naturalin.com,8.61376E+12,CBS,,,,,,,,,,45,,,,,,,,,,,
RM-Organic-Orange-Essential-Oil,Raw Material,C,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,10,9,60,30,3,5,5,lbs,23.3,0,23.3,2.2,51.26,Kg,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,NET30,,,,,,,,,1,22,,,,,,,,,,,
RM-Chamomile-Blue-Essential-Oil,Raw Material,C,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,10,9,60,30,3,4,8,oz,49,0,49,33.814,"1,656.89",Liter,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,NET30,,,,,,,,,1,22,,,,,,,,,,,
RM-Grapefruit-Pink-Essential-Oil,Raw Material,C,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,10,9,60,30,3,1,5,lbs,35.85,0,35.85,2.2,78.87,Kg,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,NET30,,,,,,,,,1,22,,,,,,,,,,,
RM-Bergamot-Italian-Essential-Oil,Raw Material,C,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,10,9,60,30,3,1,5,lbs,77.25,0,77.25,2.2,169.95,Kg,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,NET30,,,,,,,,,1,22,,,,,,,,,,,
LABL-NS-Shrink-Sleeve-Liquid-Stevia-OG-US-2oz,Label,,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3037,6,3,60,30,3,1,500,pcs,0.16,0,0.16,1,0.16,Pcs,Traco Packaging,"620 South 1325 West Orem, UT 84058",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-NS-Shrink-Sleeve-Liquid-Stevia-Toffee-US-2oz,Label,C,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3037,6,3,60,30,3,1,500,pcs,0.16,0,0.16,1,0.16,Pcs,Traco Packaging,"620 South 1325 West Orem, UT 84058",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-NS-Shrink-Sleeve-Liquid-Stevia-Chocolate-US-2oz,Label,,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3037,6,3,60,30,3,1,500,pcs,0.16,0,0.16,1,0.16,Pcs,Traco Packaging,"620 South 1325 West Orem, UT 84058",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-NS-Shrink-Sleeve-Liquid-Stevia-Vanilla-US-2oz,Label,,Wizard Labels,"29136 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3038,6,3,60,30,3,1,500,pcs,0.16,0,0.16,1,0.16,Pcs,Traco Packaging,"620 South 1325 West Orem, UT 84058",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-NS-Shrink-Sleeve-Liquid-Monk-Fruit-US-2oz,Label,,Wizard Labels,"29136 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3038,6,3,60,30,3,1,500,pcs,0.23,0,0.23,1,0.23,Pcs,Traco Packaging,"620 South 1325 West Orem, UT 84058",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
RM-PWD-Stevia-Flavor-Caramel,Raw Material,C,Bulk Apothecary,"115 Lena Drive Aurora, Ohio 44202",Sales@bulkapothecary.com,888-728-7612,4,4,60,30,3,1,1,gal,251.5,5.3,256.8,0.264172,67.8394,Liter,,,Sales@bulkapothecary.com,888-728-7612,CBS,https://www.bulkapothecary.com/lorann-oils-caramel-flavor-water-soluble/,B330-133-000,,,,,,,1,11,,,,,,,,,,,
RM-PWD-Stevia-Flavor-Vanilla,Raw Material,,Bulk Apothecary,"115 Lena Drive Aurora, Ohio 44202",Sales@bulkapothecary.com,888-728-7612,4,4,60,30,3,1,1,gal,251.5,5.3,256.8,0.264172,67.8394,Liter,,,Sales@bulkapothecary.com,888-728-7612,CBS,https://www.bulkapothecary.com/lorann-oils-vanilla-flavor/,B330-203-000,,,,,,,1,11,,,,,,,,,,,
RM-PWD-Stevia-Flavor-Toffee,Raw Material,C,Bulk Apothecary,"115 Lena Drive Aurora, Ohio 44202",Sales@bulkapothecary.com,888-728-7612,4,4,60,30,3,1,1,gal,251.5,5.3,256.8,0.264172,67.8394,Liter,,,Sales@bulkapothecary.com,888-728-7612,CBS,https://www.bulkapothecary.com/lorann-oils-english-toffee-flavor-water-soluble/,B330-156-000,,,,,,,1,11,,,,,,,,,,,
Cap-20-410-Flat,Top Cover,C,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.058,,0.058,1,0.058,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,,,,,,,,1,17,,,,,,,,,,,
BTL-16oz-Cosmo-White-20-410,Container/Pouch,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.084,,0.084,1,0.084,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/pet-imperial-bullet-cosmo/B230WH,B230WH,,,,,,,1,17,,,,,,,,,,,
BTL-1oz-Amber-G069,Container/Pouch,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.11,,0.11,1,0.11,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/glass-boston-round/G841AM,G841AM,,,,,,,1,17,,,,,,,,,,,
BTL-8oz-Cosmo-White-24-410-HS,Container/Pouch,A,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,100,500,pcs,0.3326,0.0652,0.3978,1,0.3978,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/pet-imperial-bullet-cosmo/B318W,B318W,,,,,,,1,17,,,,,,,,,,,
BTL-2oz-Oval-Teardrop-White-20-410,Container/Pouch,,TricorBraun,"14802 NW 107th Ave., Ste 8 Hialeah, FL 33018 USA",aweston@tricorbraun.com,305-805-6207,30,7,60,30,3,1,10000,pcs,0.08,0.01,0.09,1,0.09,Pcs,TricorBraun,"14802 NW 107th Ave., Ste 8 Hialeah, FL 33018 USA",aweston@tricorbraun.com,305-805-6207,NET30,,,,,,,,,1,40,,,,,,,,,,,
BTL-4oz-Cosmo-White-20-410,Container/Pouch,B,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,100,500,pcs,0.24,0,0.24,1,0.24,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,B2399WH,,,,,,,1,17,,,,,,,,,,,
BTL-8oz-Cosmo-White-24-410,Container/Pouch,C,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,100,500,pcs,0.3,0,0.3,1,0.3,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/pet-imperial-bullet-cosmo/B318W,B318W,,,,,,,1,17,,,,,,,,,,,
BTL-TA-2oz-B379AM,Container/Pouch,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.25,,0.25,1,0.25,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/pet-imperial-bullet-cosmo/B379AM,B379AM,,,,,,,1,17,,,,,,,,,,,
BTL-TA-4oz-B345A,Container/Pouch,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.3,,0.3,1,0.3,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/pet-imperial-bullet-cosmo/B345A,B345A,,,,,,,1,17,,,,,,,,,,,
BTL-TA-8oz-B311AM,Container/Pouch,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.29,,0.29,1,0.29,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/pet-imperial-bullet-cosmo/B311AM,B311AM,,,,,,,1,17,,,,,,,,,,,
CAP-20-410-Drip-Tip,Top Cover,,"Zhejiang Santong Plastic Industry Co., Ltd.","Shangqiu Industrial Zone,qinggang Town, Taizhou, Zhejiang, China",Sales2@yhstsy.com,86-576-87141043,20,30,60,60,3,1,10000,pcs,0.04,0,0.04,1,0.04,Pcs,Zhejiang Santong Plastic,"Shangqiu Industrial Zone,qinggang Town, Taizhou, Zhejiang, China",Alibaba,86-576-87141043,CBS,,,,,,,,,1,53,,,,,,,,,,,
CAP-24-410-Dispensing-Lid-White-L381WH,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.1272,0.0165,0.1438,1,0.1438,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/spouted-cap/L381WH,L381WH,,,,,,,1,17,,,,,,,,,,,
CAP-24-410-Drip-Tip,Top Cover,A,"Zhejiang Santong Plastic Industry Co., Ltd.","Shangqiu Industrial Zone,qinggang Town, Taizhou, Zhejiang, China",Sales2@yhstsy.com,86-576-87141043,20,30,60,60,3,1,10000,pcs,0.0365,0,0.0365,1,0.0365,Pcs,Zhejiang Santong Plastic,"Shangqiu Industrial Zone,qinggang Town, Taizhou, Zhejiang, China",Alibaba,86-576-87141043,CBS,,,,,,,,,1,53,,,,,,,,,,,
CAP-24-410-Turret-Black,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.15,,0.15,1,0.15,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/spouted-cap/L381,L381,,,,,,,1,17,,,,,,,,,,,
CAP-TA-2oz-Black-L071,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.07,,0.07,1,0.07,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/phenolic-style-cap-and-pp-like-phenolic/L071,L071,,,,,,,1,17,,,,,,,,,,,
CLEARECOBAG-6X8,Eco Bags,,EcoEnclose,"280 S Taylor Ave, Ste. 200 Louisville, CO 80027",jeremy@ecoenclose.com,888-445-6575 ext. 004,4,5,60,30,3,1,500,pcs,0.0506,0.0052,0.0557,1,0.0557,Pcs,EcoEnclose,"280 S Taylor Ave, Ste. 200 Louisville, CO 80027",jeremy@ecoenclose.com,888-445-6575 ext. 004,NET30,,FS6-1000-SUFW,,,,,,,1,12,,,,,,,,,,,
CLEARECOBAG-7.5X10,Eco Bags,,EcoEnclose,"280 S Taylor Ave, Ste. 200 Louisville, CO 80027",jeremy@ecoenclose.com,888-445-6575 ext. 004,4,5,60,30,3,1,500,pcs,0.069,0.0126,0.0816,1,0.0816,Pcs,EcoEnclose,"280 S Taylor Ave, Ste. 200 Louisville, CO 80027",jeremy@ecoenclose.com,888-445-6575 ext. 004,NET30,,FS7-1000-SUFW,,,,,,,1,12,,,,,,,,,,,
DRP-1oz-Black-M031,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.12,,0.12,1,0.12,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,M031,,,,,,,1,17,,,,,,,,,,,
INSRT-TA-Cystic-Spot,Insert,,INACTIVE,,,,5,7,60,30,3,1,500,pcs,0.0237,,0.0237,1,0.0237,Pcs,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
INSRT-TA-Invisible-Spot,Insert,,INACTIVE,,,,5,7,60,30,3,1,500,pcs,0.021,,0.021,1,0.021,Pcs,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
INSRT-TA-Puryfying,Insert,,INACTIVE,,,,5,7,60,30,3,1,500,pcs,0.05,,0.05,1,0.05,Pcs,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
INSRT-TA-RETINOL,Insert,,INACTIVE,,,,5,7,60,30,3,1,500,pcs,0.02,,0.02,1,0.02,Pcs,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
LABL-PS-3.75x3-Standard,Label,C,Wizard Labels,"29137 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3039,6,3,60,30,3,1,500,pcs,0.082,,0.082,1,0.082,Pcs,Wizard Labels,"29137 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-BLANK-OL172CK,Label,,Wizard Labels,"29138 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3040,6,3,60,30,3,1,500,pcs,0.07,,0.07,1,0.07,Pcs,Wizard Labels,"29138 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
